primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_diff,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_diff,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
2258681,4G,Smartphone,MALE,Colombo,30-40,52,5274.4,21972,0.837814331,1794.927629,1794.089814,732.405874,30,495.2830499,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG6
1635058,4G,Smartphone,MALE,Ampara,40-50,8,1589.86,24132,215.2270737,1703.707088,1488.480014,804.4200446,30,349.1777499,0,0,0,0,0,,0,9,2.066666667,0,9,1.025925926,0.53316688,0,2,360,2,PKG1
9568570,4G,Smartphone,MALE,Colombo,50-60,178,2580.38,31808,0.579239845,2586.657495,2586.078256,1060.279107,30,646.3075085,0,0,0,0,0,,0,102,72.11666667,0,4,25.6625,13.51844642,0,0,200,1,PKG6
4499255,4G,Smartphone,MALE,Colombo,20-30,84,3646.23,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,500,1,PKG3
3595045,4G,Smartphone,MALE,Ratnapura,30-40,55,2637.69,35811,32.05639267,3637.219252,3605.162859,1193.703443,30,893.9802969,0,0,0,0,0,,0,24,11.38333333,0,3,8.111111111,2.590774723,0,0,100,1,PKG5
6364474,4G,Smartphone,MALE,Galle,40-50,119,2530.97,4350,1.537773132,673.5647717,672.0269985,145.0102472,30,168.1335713,7,4.683333333,0,4.683333333,2,3.783333333,0.988533235,0,0,0,0,,0,0,1,,,PKG5
2031444,4G,Smartphone,MALE,Unknown,60-70,17,892.71,91,0.00686264,72.92163277,72.91477013,3.039178753,30,13.24649471,0,0,0,0,0,,0,248,72.96666667,0,14,17.72142857,16.44854475,0,0,,,PKG1
3301606,4G,Smartphone,MALE,Colombo,60-70,5,458.55,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,,PKG1
8449252,4G,Smartphone,MALE,Colombo,60-70,193,2684.13,10894,0.142111778,1183.926683,1183.784572,363.1378286,30,341.8237116,0,0,0,0,0,,0,4,4.583333333,0,2,2.4,0.836369183,0,0,200,1,PKG3
1421799,4G,Smartphone,FEMALE,Colombo,30-40,215,1846.36,21175,39.75265217,1771.768243,1732.015591,705.8443561,30,503.823644,0,0,0,0,0,,0,109,88.25,0,5,21.83666667,16.15953598,0,1,450,2,PKG5
